Estados,chunka,ch’usaq,huk,hunu,iskay,isqun,kimsa,niyuq,pachak,pichqa,pusaq,qanchis,suqta,tawa,waranqa,yuq,$,S,Z0,Z99,Z999,Z9999,Z99999,Z999999,Z9999999,ZC,ZV
0,s11,,s12,,s13,,s14,,s15,,s16,,s17,,,s18,,s19,,s20,,s21,,s22,,s23,,s24,,,,1,,2,,3,,4,,5,,6,,7,,8,,9,,10,
1,,,,,,,,,,,,,,,,,acc,,,,,,,,,,,
2,s25,,,,s26,,,,,,s27,,,,,,,s28,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,r( S -> Z99 ),,,,,,,,,,,
4,,,,,,,,,,,,,,,,,r( S -> Z999 ),,,,,,,,,,,
5,,,,,,,,,,,,,,,,,r( S -> Z9999 ),,,,,,,,,,,
6,,,,,,,,,,,,,,,,,r( S -> Z99999 ),,,,,,,,,,,
7,,,,,,,,,,,,,,,,,r( S -> Z999999 ),,,,,,,,,,,
8,,,,,,,,,,,,,,,,,r( S -> Z9999999 ),,,,,,,,,,,
9,,,,,,,,,,,,,,,,,r( S -> ZC ),,,,,,,,,,,
10,,,,,,,,,,,,,,,,,r( S -> ZV ),,,,,,,,,,,
11,s31,,,s13,,,s32,,s33,,s34,,,,s35,,s36,,s37,,s38,,s39,,s40,,,r( ZV -> chunka ),,,,,,,,,,29,,30,
12,,,,,,,,,,,,,,,,,r( S -> ch’usaq ),,,,,,,,,,,
13,,,,,,,,r( ZC -> huk ),,,,,,,,,,r( ZC -> huk ),,,,,,,,,,,
14,s47,,,,,s48,,s49,,s50,,,s18,,s51,,s52,,s53,,s54,,s55,,s24,,,r( Z9999999 -> hunu ),,,41,,42,,43,,44,,45,,46,,,,
15,r( Z0 -> iskay ),,,,r( Z0 -> iskay ),,,,,r( ZC -> iskay ),,r( Z0 -> iskay ),,,,,,,r( Z0 -> iskay ),,,r( ZC -> iskay ),,,,,,,,,,,
16,r( Z0 -> isqun ),,,,r( Z0 -> isqun ),,,,,r( ZC -> isqun ),,r( Z0 -> isqun ),,,,,,,r( Z0 -> isqun ),,,r( ZC -> isqun ),,,,,,,,,,,
17,r( Z0 -> kimsa ),,,,r( Z0 -> kimsa ),,,,,,r( Z0 -> kimsa ),,,,,,,r( Z0 -> kimsa ),,r( ZV -> kimsa ),,r( ZV -> kimsa ),,,,,,,,,,,
18,s58,,,,,s48,,s49,,s50,,,,s51,,s52,,s53,,s54,,s55,,s59,,,r( Z999 -> pachak ),,,56,,57,,,,,,,,
19,r( Z0 -> pichqa ),,,,r( Z0 -> pichqa ),,,,,,r( Z0 -> pichqa ),,,,,,,r( Z0 -> pichqa ),,r( ZV -> pichqa ),,r( ZV -> pichqa ),,,,,,,,,,,
20,r( Z0 -> pusaq ),,,,r( Z0 -> pusaq ),,,,,r( ZC -> pusaq ),,r( Z0 -> pusaq ),,,,,,,r( Z0 -> pusaq ),,,r( ZC -> pusaq ),,,,,,,,,,,
