,ACTIONS,,,,,,,,,,,,,,,,,,,,,GOTO,,,,,,,,,,,,,,,
ESTADOS,acht,drei,ein,elf,fünf,hundert,neun,sech,sechs,sieb,sieben,ssig,tausend,und,vier,zehn,zig,zwan,zwei,zwölf,$,S,Z1,Z2,Z34,ZS,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,U
70,r( Z13 -> Z9 Z6 ),r( Z13 -> Z9 Z6 ),r( Z13 -> Z9 Z6 ),r( Z13 -> Z9 Z6 ),r( Z13 -> Z9 Z6 ),r( Z13 -> Z9 Z6 ),r( Z13 -> Z9 Z6 ),r( Z13 -> Z9 Z6 ),r( Z13 -> Z9 Z6 ),r( Z13 -> Z9 Z6 ),r( Z13 -> Z9 Z6 ),,,,r( Z13 -> Z9 Z6 ),r( Z13 -> Z9 Z6 ),,r( Z13 -> Z9 Z6 ),r( Z13 -> Z9 Z6 ),r( Z13 -> Z9 Z6 ),r( Z13 -> Z9 Z6 ),,,,,,,,,,,,,,,,
71,r( Z13 -> Z11 Z6 ),r( Z13 -> Z11 Z6 ),r( Z13 -> Z11 Z6 ),r( Z13 -> Z11 Z6 ),r( Z13 -> Z11 Z6 ),r( Z13 -> Z11 Z6 ),r( Z13 -> Z11 Z6 ),r( Z13 -> Z11 Z6 ),r( Z13 -> Z11 Z6 ),r( Z13 -> Z11 Z6 ),r( Z13 -> Z11 Z6 ),,,,r( Z13 -> Z11 Z6 ),r( Z13 -> Z11 Z6 ),,r( Z13 -> Z11 Z6 ),r( Z13 -> Z11 Z6 ),r( Z13 -> Z11 Z6 ),r( Z13 -> Z11 Z6 ),,,,,,,,,,,,,,,,
72,,,,,,s31,,,,,,,,s36,,,,,,,r( Z14 -> Z13 Z1 ),,,,,,34,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,r( Z14 -> Z13 Z2 ),,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,r( Z14 -> Z13 Z7 ),,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,r( Z14 -> Z13 Z8 ),,,,,,,,,,,,,,,,
76,s29,s19,s17,s23,s28,,s30,s25,s20,s26,s21,,,,s27,s22,,s53,s18,s24,r( Z14 -> Z13 Z9 ),,65,66,69,52,,,67,68,,,,,,,54
77,,,,,,,,,,,,,,,,,,,,,r( Z14 -> Z13 Z11 ),,,,,,,,,,,,,,,,
78,,,,,,s31,,,,,,,,s46,,s42,s43,,,,r( Z14 -> Z13 Z34 ),,,,,,44,,,,,,,,,,
79,,,,,,,,,,,,,r( Z8 -> U Z7 ),,,,,,,,r( Z8 -> U Z7 ),,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,s43,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,s41,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,s84,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,r( Z2 -> drei zehn ),,,,,,,r( Z2 -> drei zehn ),,,,,,,,r( Z2 -> drei zehn ),,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,r( Z7 -> drei ssig ),,,,,,,,r( Z7 -> drei ssig ),,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,s36,,,,,,,r( Z12 -> Z10 Z1 ),,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,r( Z12 -> Z10 Z2 ),,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,r( Z12 -> Z10 Z7 ),,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,,r( Z12 -> Z10 Z8 ),,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,s46,,s42,s43,,,,r( Z12 -> Z10 Z34 ),,,,,,,,,,,,,,,,
